yuktype	L1	L2	L3	L4	L5	m12sq	tbeta
1	6.8467197321289E+00	2.5889890874393E-01	1.4661775278406E+00	4.4975594646126E+00	4.4503516057570E+00	6.6299728323804E+03	4.5319927369308E+01
