yuktype	L1	L2	L3	L4	L5	m12sq	tbeta
1	6.9309437685026E+00	2.6305141403286E-01	1.2865950045595E+00	4.7721306931875E+00	4.7275722046239E+00	1.8933440789694E+04	1.6577896825228E+01
